alim_grp_code,alim_ssgrp_code,alim_ssssgrp_code,alim_grp_nom_fr,alim_ssgrp_nom_fr,alim_ssssgrp_nom_fr,alim_code,alim_nom_fr,alim_nom_fr,"Energie, Règlement UE N° 1169/2011 (kcal/100g)","Energie, N x facteur Jones, avec fibres (kJ/100g)","Energie, N x facteur Jones, avec fibres (kcal/100g)",Eau (g/100g),Protéines (g/100g),"Protéines brutes, N x 6.25 (g/100g)",Glucides (g/100g),Lipides (g/100g),Sucres (g/100g),Amidon (g/100g),Fibres alimentaires (g/100g),Polyols totaux (g/100g),Cendres (g/100g),Alcool (g/100g),Acides organiques (g/100g),AG saturés (g/100g),AG monoinsaturés (g/100g),AG polyinsaturés (g/100g),"AG 4:0, butyrique (g/100g)","AG 6:0, caproïque (g/100g)","AG 8:0, caprylique (g/100g)","AG 10:0, caprique (g/100g)","AG 12:0, laurique (g/100g)","AG 14:0, myristique (g/100g)","AG 16:0, palmitique (g/100g)","AG 18:0, stéarique (g/100g)","AG 18:1 9c (n-9), oléique (g/100g)","AG 18:2 9c,12c (n-6), linoléique (g/100g)","AG 18:3 c9,c12,c15 (n-3), alpha-linolénique (g/100g)","AG 20:4 5c,8c,11c,14c (n-6), arachidonique (g/100g)","AG 20:5 5c,8c,11c,14c,17c (n-3) EPA (g/100g)","AG 22:6 4c,7c,10c,13c,16c,19c (n-3) DHA (g/100g)",Cholestérol (mg/100g),Sel chlorure de sodium (g/100g),Calcium (mg/100g),Chlorure (mg/100g),Cuivre (mg/100g),Fer (mg/100g),Iode (µg/100g),Magnésium (mg/100g),Manganèse (mg/100g),Phosphore (mg/100g),Potassium (mg/100g),Sélénium (µg/100g),Sodium (mg/100g),Zinc (mg/100g),Rétinol (µg/100g),Beta-Carotène (µg/100g),Vitamine D (µg/100g),Vitamine E (mg/100g),Vitamine K1 (µg/100g),Vitamine K2 (µg/100g),Vitamine C (mg/100g),Vitamine B1 ou Thiamine (mg/100g),Vitamine B2 ou Riboflavine (mg/100g),Vitamine B3 ou PP ou Niacine (mg/100g),Vitamine B5 ou Acide pantothénique (mg/100g),Vitamine B6 (mg/100g),Vitamine B9 ou Folates totaux (µg/100g),Vitamine B12 (µg/100g)
5,502,50201,lait et produits laitiers,produits laitiers frais et assimilés,yaourts et spécialités laitières type yaourt,19676,"Yaourt, lait fermenté ou spécialité laitière, aromatisé ou aux fruits, sucré (aliment moyen)","Yaourt, lait fermenté ou spécialité laitière, aromatisé ou aux fruits, sucré (aliment moyen)",91,385,"91,2","78,9","3,35","3,28","13,3","3,11","12,8","0,23","0,18","0,04","0,74",0,1,"2,37","0,36","0,07","0,08","0,048","0,03","0,064","0,081","0,25","0,68","0,23","0,36","0,042","0,011","0,0028","0,002","0,002","10,3","0,13",118,"82,8","0,031","0,092","8,5","10,4","0,053","84,1",145,"3,75","47,9","0,38","25,9","18,6","0,48","0,071","0,13",,"0,35","0,12","0,24","0,13","0,76","0,048","18,4","0,19"
5,502,50201,lait et produits laitiers,produits laitiers frais et assimilés,yaourts et spécialités laitières type yaourt,19677,"Yaourt, lait fermenté ou spécialité laitière, aromatisé ou aux fruits, sucré, non allégé en MG (aliment moyen)","Yaourt, lait fermenté ou spécialité laitière, aromatisé ou aux fruits, sucré, non allégé en MG (aliment moyen)","89,1",377,"89,3","79,2","3,28","3,22","13,1","3,29","12,6","0,26","0,17","0,026","0,73",0,1,"2,59","0,32","0,074","0,08","0,048","0,031","0,065","0,082","0,25","0,69","0,23","0,32","0,043","0,011","0,0029","0,0019","0,0019","10,4","0,14",116,"72,5","0,036","0,082","8,79","10,4","0,054","85,5",142,"4,32","48,2","0,39","27,6","17,8","0,58","0,076","0,14",,"0,33","0,15","0,22","0,12","0,81","0,046","17,4","0,21"
5,502,50201,lait et produits laitiers,produits laitiers frais et assimilés,yaourts et spécialités laitières type yaourt,19682,"Yaourt, lait fermenté ou spécialité laitière, aromatisé ou aux fruits (aliment moyen)","Yaourt, lait fermenté ou spécialité laitière, aromatisé ou aux fruits (aliment moyen)","87,7",371,88,"79,9","3,44","3,37","12,2","2,7","11,8","0,17","0,15",0,"0,75",0,1,"1,85","0,44","0,046","0,071","0,043","0,03","0,059","0,075","0,22","0,58","0,21","0,44","0,037","0,0096","0,0024","0,0024","0,0024","9,34","0,14",119,63,"0,047","0,096","8,54","10,7","0,047","85,7",139,"2,02","50,1","0,4","26,7","13,8","0,78","0,048","0,028",,"0,25","0,17","0,22","0,12","0,88","0,049","19,6","0,18"
5,502,50201,lait et produits laitiers,produits laitiers frais et assimilés,yaourts et spécialités laitières type yaourt,19801,"Lait fermenté à boire, nature, maigre","Lait fermenté à boire, nature, maigre",-,-,-,"86,1","3,93","3,85","5,05","0,3","4,9",0,0,0,"0,75",0,-,"0,18","0,096","0,012","0,0091","0,0058","0,003","0,0074","0,0087","0,029","0,076","0,035",-,-,-,-,0,0,"4,9","0,14",160,139,"0,0095",< 1,17,"10,2",< 1,91,120,< 5,55,< 1,< 2,< 50,0,"< 0,1","0,1",-,"1,25","0,05","0,09","< 0,05","0,38","< 0,05","7,8","0,24"
5,502,50201,lait et produits laitiers,produits laitiers frais et assimilés,yaourts et spécialités laitières type yaourt,19805,"Lait fermenté à boire, nature, au lait entier","Lait fermenté à boire, nature, au lait entier",-,-,-,"87,6","3,19","3,13","4,5","3,6",-,-,0,0,"0,8",0,-,"2,33","0,97","0,1","0,12","0,078","0,051","0,11","0,14","0,4","1,07","0,36","0,8","0,075","0,027",-,-,-,14,"0,12",127,-,"0,01","0,05","24,3","12,7","0,009",95,155,"1,3",49,"0,44","30,6",-,"0,1","0,092",0,"8,15","0,3","0,045","0,2","0,087","0,31","0,038",6,"0,18"
5,502,50201,lait et produits laitiers,produits laitiers frais et assimilés,yaourts et spécialités laitières type yaourt,19860,"Yaourt à la grecque, nature","Yaourt à la grecque, nature",-,-,-,"80,4","3,32","3,25","4,21","9,22","3,9",-,"< 0,14",0,"1,7",0,-,"6,22","2,53","0,28","0,32","0,19","0,11","0,25","0,34","1,07","2,99","0,96","1,91","0,2","0,05",0,0,0,"16,7","0,097",139,-,-,-,-,-,-,-,-,-,"34,5",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,502,50201,lait et produits laitiers,produits laitiers frais et assimilés,yaourts et spécialités laitières type yaourt,19865,Kéfir,Kéfir,-,-,-,"87,6","3,19","3,13","4,5","3,6",-,-,0,0,"0,8",0,-,"2,33","0,97","0,1","0,12","0,078","0,051","0,11","0,14","0,4","1,07","0,36","0,8","0,075","0,027",-,-,-,14,"0,12",127,-,"0,01","0,05","24,3","12,7","0,009",95,155,"1,3",49,"0,44","30,6",-,"0,1","0,092",0,-,"0,3","0,045","0,2","0,087","0,31","0,038",21,"0,18"
5,502,50202,lait et produits laitiers,produits laitiers frais et assimilés,fromages blancs,19501,Fromage blanc nature ou aux fruits (aliment moyen),Fromage blanc nature ou aux fruits (aliment moyen),"87,8",371,"88,6","82,1","7,18","7,03","4,64","4,5","3,84","0,041","0,026",0,"0,77",0,"0,73","2,93","1,29","0,14","0,19","0,11","0,075","0,17","0,2","0,62","1,64","0,58","1,52","0,12","0,036",,,,"17,8","0,11",119,"71,3","0,019","0,3","31,7","10,3","0,022",106,137,"1,9","42,5","0,47","47,8","25,4","0,64","0,075",,,"0,11","0,038","0,21","0,15","0,38","0,039","19,2","0,36"
5,502,50202,lait et produits laitiers,produits laitiers frais et assimilés,fromages blancs,19641,"Faisselle, 6% MG environ","Faisselle, 6% MG environ",-,-,-,"83,9","4,06","3,98","4,27","6,5","3,54",-,traces,0,"0,6",0,-,"4,4","1,43","0,18","0,28","0,16","0,11","0,19","0,23","0,75","2,07","0,61","1,33","0,12","0,033","0,0091","< 0,0033","< 0,0033","26,8","0,093",110,"99,5","< 0,01","0,37",20,10,"< 0,01",97,140,< 20,37,"0,34","57,6",34,"< 0,2","0,18","< 0,8",-,"< 0,5","0,033","0,14","0,11","0,34","0,045","14,3","0,33"
5,502,50202,lait et produits laitiers,produits laitiers frais et assimilés,fromages blancs,19644,"Fromage blanc nature, 0% MG","Fromage blanc nature, 0% MG","49,4",213,"50,1","86,5","7,95","7,78","3,89","0,044","3,89",traces,traces,0,"0,87",0,"0,77","0,027","0,013","0,0017",-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,"0,11",134,89,"0,011","0,16","10,4","12,2","0,0051",116,144,"< 3,35","44,3","0,49",4,3,"< 0,2",traces,-,-,traces,"0,044","0,24","0,2","0,33","0,058",24,"0,4"
5,502,50202,lait et produits laitiers,produits laitiers frais et assimilés,fromages blancs,19646,"Fromage blanc nature, 3% MG environ","Fromage blanc nature, 3% MG environ","76,9",326,"77,5","83,7","8,03","7,86","3,46","3,26","3,46",0,traces,0,"0,83",0,"0,74","2,12","0,87","0,09","0,11","0,071","0,047","0,1","0,13","0,36","0,97","0,33","0,87","0,066","0,024",-,-,-,18,"0,11",130,-,"0,01","0,13","14,5","10,2","< 0,1",115,132,"< 4,5","42,4","0,52",29,20,"1,5","0,14",0,-,"< 0,5","0,037","0,24","0,19","0,38","0,047",26,"0,4"
5,502,50202,lait et produits laitiers,produits laitiers frais et assimilés,fromages blancs,19649,"Fromage blanc nature, gourmand, 8% MG environ","Fromage blanc nature, gourmand, 8% MG environ",116,487,117,"79,5","6,19","6,07","5,25","7,65","3,33","< 0,2",traces,0,"0,67",0,"0,7","4,99","2,28","0,26","0,27","0,15","0,1","0,23","0,27","0,87","2,28","0,81","2,15","0,16","0,048",0,0,0,"25,3","0,1",104,61,"0,031",< 1,56,"9,6","0,0039",94,140,"< 3,35","40,8","0,41",90,41,"< 0,2","< 0,1",-,-,traces,"0,038","0,18","0,1","0,39","< 0,05","10,8","0,29"
5,502,50202,lait et produits laitiers,produits laitiers frais et assimilés,fromages blancs,19659,"Fromage blanc ou spécialité laitière, aux fruits, sucré, gourmand, 7% MG environ","Fromage blanc ou spécialité laitière, aux fruits, sucré, gourmand, 7% MG environ",-,-,-,73,"5,18","5,08","13,4","5,53","12,5",-,"0,68",0,"0,63",0,-,"3,59",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18,"0,13","93,3",93,-,< 1,54,"9,5",-,98,121,-,"52,2",-,9,< 50,"< 0,2","< 0,1",-,-,"< 0,5","< 0,04","0,17","0,1","0,4","< 0,05","15,4","0,44"
5,502,50202,lait et produits laitiers,produits laitiers frais et assimilés,fromages blancs,19661,"Fromage frais type petit suisse, aux fruits, 2-3% MG","Fromage frais type petit suisse, aux fruits, 2-3% MG",-,-,-,"76,4","6,63","6,5","13,2","2,91","12,5",-,"0,16",0,"0,72",0,-,"1,93",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"0,086",131,-,"< 0,1","0,2","9,7",9,"< 0,1",103,117,< 5,"32,7","0,41",24,22,"< 0,2","0,09",-,-,traces,"0,033","0,24","0,23","0,28","0,052",29,"0,3"
5,502,50202,lait et produits laitiers,produits laitiers frais et assimilés,fromages blancs,19662,"Fromage frais type petit suisse, aux fruits, 2-3% MG, enrichi en calcium et vitamine D","Fromage frais type petit suisse, aux fruits, 2-3% MG, enrichi en calcium et vitamine D",-,-,-,"78,7","6,42","6,29","12,2","2,63","10,9","< 0,35","0,2",0,"0,7",0,-,"1,46","0,6","0,07","0,082","0,054","0,045","0,06","0,076","0,25","0,69","0,22","0,6","0,07","< 0,0014","< 0,0014","< 0,0014","< 0,0014","12,4","0,076",155,"89,2","< 0,01","0,05",< 20,"9,2","0,02",120,110,< 20,"29,2","0,41","25,8","58,4","1,16","0,15","< 0,8",-,"< 0,5","0,044","0,17","< 0,1","0,24","0,029",151,"0,35"
5,502,50202,lait et produits laitiers,produits laitiers frais et assimilés,fromages blancs,19663,"Fromage frais type petit suisse, nature, 0% MG","Fromage frais type petit suisse, nature, 0% MG",-,-,-,"84,3","9,89","9,69","3,8","0,24","3,2",0,0,0,"0,81",0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"6,5","0,11",127,115,-,< 1,54,"11,4",-,129,166,"9,3","44,8",-,< 2,< 50,"< 0,2","< 0,1",-,-,-,-,"0,21","0,1","0,52","< 0,05","14,2","1,6"
5,502,50202,lait et produits laitiers,produits laitiers frais et assimilés,fromages blancs,19664,"Fromage frais type petit suisse, nature, 4% MG environ","Fromage frais type petit suisse, nature, 4% MG environ",-,-,-,82,"9,53","9,33","3,37","4,61","3,37",0,0,0,"1,5",0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"0,11",103,-,"0,01","0,14",14,40,-,126,114,2,44,"0,48",-,-,-,-,-,-,-,-,"0,24","0,26","0,34",-,-,"0,35"
5,502,50202,lait et produits laitiers,produits laitiers frais et assimilés,fromages blancs,19666,"Fromage frais type petit suisse, nature, 10% MG environ","Fromage frais type petit suisse, nature, 10% MG environ",-,-,-,"76,8","8,85","8,67","3,73","9,89","3,19",-,0,0,"0,6",0,-,"6,41",2,"0,21","0,38","0,22","0,15","0,27","0,33","1,11","2,99","0,92",2,"0,16","0,044","0,012","< 0,0048","< 0,0048","33,7","0,091",110,103,"0,01","0,2",< 20,"9,4","< 0,01",125,130,< 20,"37,3","0,43","75,3",-,-,"0,23","< 0,8",-,"< 0,5","0,029","0,17","0,14","0,34","0,044","20,2","0,57"
5,502,50202,lait et produits laitiers,produits laitiers frais et assimilés,fromages blancs,19667,"Fromage frais type petit suisse, aromatisé aux fruits, 2-3% MG, enrichi en calcium et vitamine D","Fromage frais type petit suisse, aromatisé aux fruits, 2-3% MG, enrichi en calcium et vitamine D",-,-,-,79,"5,9","5,78","12,2","2,3","12,1","< 0,35",< 2,0,"0,8",0,-,"1,59","0,49","0,047","0,094","0,061","0,062","0,06","0,082","0,26","0,74","0,23","0,49","0,047","< 0,0011","< 0,0011","< 0,0011","< 0,0011","9,62","0,078",180,"91,1","< 0,01","0,05",< 20,10,"0,02",160,120,< 20,31,"0,4",< 21,"66,4","1,55","< 0,08","< 0,8",-,"< 0,5","0,048","0,18","< 0,1","0,29","0,044","11,1","0,47"
5,502,50203,lait et produits laitiers,produits laitiers frais et assimilés,desserts lactés,19673,"Crème dessert, allégée en MG, rayon frais","Crème dessert, allégée en MG, rayon frais","83,8",356,"84,1","79,1","3,62","3,54",15,"0,95","12,1",-,"0,47",0,"0,78",0,0,"0,62","0,25","0,028",-,-,-,-,-,-,-,-,-,"0,02",0,-,-,-,-,"0,19",127,-,-,-,-,-,-,-,-,-,"75,8",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,502,50203,lait et produits laitiers,produits laitiers frais et assimilés,desserts lactés,19674,"Flan aux œufs, rayon frais","Flan aux œufs, rayon frais",117,494,117,"73,9","4,32","4,23","18,1","3,03","15,1","1,1",traces,0,"0,66",0,0,"1,1",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"0,1","86,3",-,"0,023","0,35",-,"12,9","0,048",-,150,< 10,40,"0,51",-,-,-,-,-,-,-,-,"0,14",-,-,-,-,-
5,502,50203,lait et produits laitiers,produits laitiers frais et assimilés,desserts lactés,19678,"Lait emprésuré aromatisé, rayon frais","Lait emprésuré aromatisé, rayon frais",121,513,121,"72,1","5,63","5,52","19,1","2,5","16,5",0,0,0,"0,67",0,0,"0,8",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"0,15",208,-,-,-,-,"9,5",-,71,235,-,"98,8",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,502,50203,lait et produits laitiers,produits laitiers frais et assimilés,desserts lactés,19679,"Lait gélifié aromatisé, nappé caramel, rayon frais","Lait gélifié aromatisé, nappé caramel, rayon frais",111,468,111,"75,2","2,46","2,41","18,7","2,94","16,3","2,31","0,077",0,"0,64",0,0,"1,94","0,29","0,037","0,03","0,02","0,012","0,03","0,036","0,12","0,33","0,12","0,24","0,025","0,0073","< 0,005","< 0,005","< 0,005","5,58","0,1","78,5",-,"0,011",-,"7,9","8,13","0,0016",74,148,"< 4,5","41,4","0,31",-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,502,50203,lait et produits laitiers,produits laitiers frais et assimilés,desserts lactés,19680,"Lait gélifié aromatisé, rayon frais","Lait gélifié aromatisé, rayon frais",145,614,146,"66,9","3,39","3,32","24,8","3,53","17,6","0,77","0,52",0,"0,87",0,0,"2,15","0,82","0,1",-,-,-,-,-,-,-,-,-,"0,09","0,01",-,-,-,"7,8","0,14",120,-,"0,11","0,61","7,8","14,5","0,1",81,181,< 5,"55,4","0,55","14,5",7,"< 0,2","0,043",-,-,"< 0,5","0,03","0,17","0,19","0,33","0,037","21,5","0,045"
5,502,50203,lait et produits laitiers,produits laitiers frais et assimilés,desserts lactés,19681,"Liégeois ou viennois (chocolat, café, caramel ou vanille), rayon frais","Liégeois ou viennois (chocolat, café, caramel ou vanille), rayon frais",151,633,151,"68,5",3,"2,94","21,6","5,78","15,6","1,3","0,27",0,"0,9",0,0,"3,88","0,022","0,28","0,13","0,09","0,054","0,12","0,15","0,55","1,85","0,94","0,022","0,15","0,029","< 0,00028","< 0,00028","< 0,00028","22,9","0,13",100,100,"0,14","1,4",< 20,27,"0,15",100,280,< 20,"50,9","0,48",58,"24,4","0,16","0,21","1,17",-,"< 0,5","0,039","0,13","< 0,1","0,17","0,049","12,2","0,14"
5,502,50203,lait et produits laitiers,produits laitiers frais et assimilés,desserts lactés,19683,"Lait gélifié aromatisé, allégé en matière grasse et en sucre, rayon frais","Lait gélifié aromatisé, allégé en matière grasse et en sucre, rayon frais","77,8",330,"78,2",-,"4,17","4,08","11,8","1,08","10,1",-,"2,22",0,"0,34",0,0,"0,71",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"0,19",141,-,-,-,-,-,-,-,-,-,"77,7",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,502,50203,lait et produits laitiers,produits laitiers frais et assimilés,desserts lactés,19685,"Panna cotta, rayon frais","Panna cotta, rayon frais",207,867,207,"60,7","2,41","2,36","22,6","10,7","19,2",-,"1,86",0,"0,61","1,1",0,"7,83","1,96","0,28",-,-,-,-,-,-,-,-,-,"0,23","0,056",-,-,-,68,"0,13","75,8",-,-,-,-,-,-,-,-,-,51,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,502,50203,lait et produits laitiers,produits laitiers frais et assimilés,desserts lactés,23534,"Gâteau de semoule aux raisins et caramel, rayon frais","Gâteau de semoule aux raisins et caramel, rayon frais",143,603,143,"66,9","3,83","3,83","24,7","2,99","18,5","4,7","0,93",0,"0,64",0,0,"1,86","0,81","0,18","0,08","0,05","0,03","0,07","0,09","0,31","0,96","0,27","0,68","0,15","0,02","< 0,01","< 0,01","< 0,01",56,"0,1",64,"82,4","0,06","0,35",< 20,13,"0,07",71,270,< 20,"36,6","0,38","33,2","19,8","< 0,25","0,26","< 0,8",-,"< 0,5","0,044","0,17","< 0,1","0,45","0,042","14,3","0,31"
5,502,50203,lait et produits laitiers,produits laitiers frais et assimilés,desserts lactés,23536,"Gâteau de riz au caramel, rayon frais","Gâteau de riz au caramel, rayon frais",146,615,146,"66,9","3,77","3,77","25,7","3,08","16,8",8,0,0,"0,56",0,0,"2,14","0,64","0,12","0,049","0,042","0,027","0,065","0,078","0,25","0,83","0,22",-,"0,11","0,011",-,-,-,32,"0,092",63,90,"< 0,1","0,3",2,"7,8","< 0,1",73,84,"< 3,35","36,7","0,5",30,9,"< 0,5","0,2",-,-,"< 0,5","< 0,04","0,14","< 0,16","0,34","0,075",17,"< 0,08"
5,502,50203,lait et produits laitiers,produits laitiers frais et assimilés,desserts lactés,39001,"Milk-shake, provenant de fast food","Milk-shake, provenant de fast food",131,551,131,"71,9","3,38","3,32","18,6","4,66","13,6",-,"0,65",0,"0,88",0,0,"2,53","1,59","0,28","0,13","0,1","0,043","0,1","0,11","0,39","1,13","0,52",-,-,-,-,0,0,17,"0,21",114,91,"0,063","0,29",-,13,"0,025",99,174,"1,7",82,"0,47","58,5",0,0,"0,25","0,4",-,"0,8","0,036","0,43","0,19","0,53","0,052",3,"0,27"
5,502,50203,lait et produits laitiers,produits laitiers frais et assimilés,desserts lactés,39200,"Crème dessert au chocolat, rayon frais","Crème dessert au chocolat, rayon frais",125,528,125,"72,5","3,39","3,32","18,8","3,93","16,5","1,8","0,72",0,"0,7",0,0,"2,6","1,07","0,1","0,1","0,061","0,043","0,07","0,085","0,3","1,06","0,58","0,84","0,071","0,013","0,0028","< 0,0017","< 0,0017","10,7","0,15",123,111,"0,12","1,6",< 20,25,"0,14",100,260,< 20,"59,2","0,48","23,7","9,05",-,"0,1","< 0,8",-,"< 0,5","0,038","0,14","< 0,1","0,5","0,025","6,99","0,075"
5,502,50203,lait et produits laitiers,produits laitiers frais et assimilés,desserts lactés,39206,"Mousse au chocolat (base laitière), rayon frais","Mousse au chocolat (base laitière), rayon frais",180,756,180,"61,2","4,85","4,75","24,8","6,48","19,9","0,6","1,56",0,"1,17",0,0,"4,33","1,6","0,19","0,096","0,068","0,066","0,11","0,29","0,46","1,87","1,37","1,6","0,16","0,024","0,0045","< 0,005","< 0,005","11,5","0,2",149,86,"0,29","4,64","13,5","59,5","0,3",122,371,< 10,"71,3","0,59",23,16,"< 0,2","0,17",-,-,"< 0,5","0,03","0,17","0,28","0,39","0,035",22,"0,07"
5,502,50203,lait et produits laitiers,produits laitiers frais et assimilés,desserts lactés,39209,"Crème caramel, rayon frais","Crème caramel, rayon frais",139,587,139,69,"4,45","4,35","22,2","3,6",18,"1,65",traces,0,"0,76",0,0,"1,93","1,09","0,16","0,02","0,01","0,01","0,03","0,088","0,26","0,74","0,17","0,52","0,1","0,014",0,0,0,12,"0,14","84,9",100,"0,0084","0,32","14,4","12,8","0,004",77,150,< 10,"57,1","0,31",37,8,"0,07","0,16",-,-,0,"0,03","0,2","0,1","0,5","0,03",8,"0,3"
5,502,50203,lait et produits laitiers,produits laitiers frais et assimilés,desserts lactés,39211,"Crème aux œufs (petit pot de crème chocolat, vanille, etc.), rayon frais","Crème aux œufs (petit pot de crème chocolat, vanille, etc.), rayon frais",174,728,174,"66,5","4,32","4,23","18,8","8,88","16,4","0,8","0,67",0,"0,8",0,0,"5,23","1,96","0,46","0,24","0,14","0,096","0,17","0,21","0,72","2,36","0,91","1,85","0,26","0,039","0,021","< 0,0039","0,0069","66,6","0,14",100,109,"0,08","0,79",< 20,19,"0,09",110,210,< 20,"54,2","0,53","79,3","53,6","< 0,25","0,46","0,81",-,"< 0,5","0,04","0,17","< 0,1","0,68","0,029","12,4","0,26"
5,502,50203,lait et produits laitiers,produits laitiers frais et assimilés,desserts lactés,39212,"Riz au lait, rayon frais","Riz au lait, rayon frais",126,532,126,"71,5","3,34","3,27","21,3","3,01","12,9","8,36","0,28",0,"0,59",0,0,"1,97","0,79","0,1","0,079","0,055","0,035","0,08","0,097","0,33","0,95","0,31","0,68","0,074","0,014","< 0,005","< 0,005","< 0,005",9,"0,13","61,6",120,"< 0,1","0,2","8,83","10,9","< 0,1",75,96,< 5,"51,3","0,4","26,5",11,"< 0,5","0,095",-,-,"< 0,5","< 0,04","0,14","0,21","0,32","0,043",22,"< 0,08"
5,502,50203,lait et produits laitiers,produits laitiers frais et assimilés,desserts lactés,39213,"Crème brûlée, rayon frais","Crème brûlée, rayon frais",282,1170,282,"54,7","4,46","4,37",19,"20,8","15,6",0,"0,61",0,"0,43",0,0,"12,9","3,71","0,62","0,56","0,33","0,23","0,54","0,67","2,12","6,76","1,71",-,"0,55","0,066",-,-,-,193,"0,11","64,3",90,"< 0,1","0,8","17,5","7,6","< 0,1",97,94,< 5,"46,1","0,6",174,64,"< 0,5","1,17",-,-,"< 0,5","0,04","0,19","< 0,16","0,59","0,042","26,2","0,35"
5,502,50203,lait et produits laitiers,produits laitiers frais et assimilés,desserts lactés,39214,"Crème dessert à la vanille, appertisée","Crème dessert à la vanille, appertisée",120,507,120,"73,5","3,7","3,63",18,"3,62","15,5","2,52","0,5",0,"0,68",0,0,"1,8","0,9","0,1",-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,"0,17",115,-,"0,05","0,8",14,10,"0,05",80,134,"1,1","66,5","0,6",33,3,"0,1","0,1",-,-,"0,2","0,04","0,22","0,3","0,52","0,06",22,"0,1"
5,502,50203,lait et produits laitiers,produits laitiers frais et assimilés,desserts lactés,39215,"Ile flottante, rayon frais","Ile flottante, rayon frais",133,563,134,"70,1","4,98","4,87","20,9","3,31","18,8","2,01","0,047",0,"0,61",0,0,"1,52","0,71","0,34","0,025","< 0,015","< 0,009","0,021","0,023","0,068","0,74","0,29","0,66","0,31","< 0,004","< 0,003",-,-,"31,5","0,11",97,-,"< 0,1","0,4","11,7","9,8","< 0,1","27,8",126,6,45,"0,9",41,4,"< 0,5","0,31",-,-,"< 0,5","0,04","0,21","< 0,1","0,58","0,059","10,5","0,26"
5,502,50203,lait et produits laitiers,produits laitiers frais et assimilés,desserts lactés,39218,"Semoule au lait, rayon frais","Semoule au lait, rayon frais",119,502,119,"73,4","3,46","3,39","18,8","3,23","13,5","5,26","0,55",0,"0,59",0,0,"2,28","0,7","0,078",-,-,-,-,-,-,-,-,-,"0,067","0,011",-,-,-,"10,1","0,095","83,7",89,"0,036",< 1,"8,4",11,"0,038",177,135,"< 2,2","37,8","0,39",14,53,"0,7","< 0,1",-,-,"0,5","< 0,05","0,14","0,13","0,39","< 0,05",< 5,"0,2"
5,502,50203,lait et produits laitiers,produits laitiers frais et assimilés,desserts lactés,39228,"Mousse aux fruits, rayon frais","Mousse aux fruits, rayon frais",148,622,148,-,"6,48","6,35","15,3","6,79","12,4","2,92","0,091",0,"0,37",0,0,"4,42","1,74","0,26","0,26","0,15","0,087","0,19","0,22","0,67","2,13","0,71","1,56","0,22","0,042","< 0,007",-,-,"11,3","0,12",120,-,"< 0,1","0,3",19,"7,9","< 0,1","13,8","72,5",< 5,"47,8","0,3",82,26,"1,08","0,32",-,-,"< 0,5","0,023","0,14","0,14","0,23","0,045","8,5","0,04"
5,502,50203,lait et produits laitiers,produits laitiers frais et assimilés,desserts lactés,39229,"Crème dessert à la vanille, rayon frais","Crème dessert à la vanille, rayon frais","99,4",419,"99,7","78,6","2,82","2,76","14,6","3,33","14,4",-,"0,095",0,"0,64",0,0,"2,25","0,7","0,078",-,-,-,"0,088",-,-,-,-,-,"0,051","0,01",-,-,-,-,"0,14",133,-,-,-,-,-,-,-,131,1,53,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,502,50203,lait et produits laitiers,produits laitiers frais et assimilés,desserts lactés,39230,"Crème dessert, rayon frais (aliment moyen)","Crème dessert, rayon frais (aliment moyen)",130,546,130,"72,9","3,36","3,29","17,5","5,07","15,8","1,51","0,46",0,"0,67",0,0,"3,25","1,16","0,15","0,16","0,094","0,065","0,11","0,16","0,52","1,75","0,7",,"0,11","0,017",,,,"35,1","0,14",119,108,"0,1","1,37",11,22,"0,12","99,5",202,"6,6","58,1","0,49","45,4","19,2",,"0,25",,,"0,24","0,038","0,15","0,056","0,53","0,027","9,55","0,13"
5,502,50203,lait et produits laitiers,produits laitiers frais et assimilés,desserts lactés,39235,"Mousse liégeoise (chocolat, café, caramel ou vanille), rayon frais","Mousse liégeoise (chocolat, café, caramel ou vanille), rayon frais",186,780,187,-,"3,62","3,55",20,"10,1","18,3",-,"0,75",0,"0,14",0,0,"6,64",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"0,14",-,-,-,-,-,-,-,-,-,-,"57,6",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
